,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
5716,Bengaluru,2018-11-23,25.58,50.78,16.08,27.32,34.72,18.03,1.11,5.57,11.55,0.34,1.88,79.0,Satisfactory
5717,Bengaluru,2018-11-24,108.3,93.05,11.24,29.96,32.39,19.59,1.04,5.34,25.36,0.54,1.88,144.0,Moderate
5718,Bengaluru,2018-11-25,61.34,106.53,7.46,27.32,27.58,21.03,0.85,5.25,41.24,0.76,1.76,142.0,Moderate
5719,Bengaluru,2018-11-26,71.66,119.7,7.78,30.65,30.14,21.13,0.83,5.65,58.03,0.8,1.79,124.0,Moderate
5720,Bengaluru,2018-11-27,54.73,137.9,19.16,36.44,36.17,41.22,0.84,5.5,62.99,0.78,1.68,127.0,Moderate
5721,Bengaluru,2018-11-28,59.58,112.2,10.19,29.98,32.37,21.36,0.89,5.6,52.81,0.82,1.97,127.0,Moderate
5722,Bengaluru,2018-11-29,42.06,86.54,11.35,25.48,28.83,18.27,0.93,5.48,42.35,0.82,2.22,119.0,Moderate
5723,Bengaluru,2018-11-30,43.16,79.92,10.45,28.44,30.83,20.64,0.89,5.46,47.85,0.61,1.86,94.0,Satisfactory
5724,Bengaluru,2018-12-01,40.67,83.54,12.57,31.03,34.43,20.42,0.97,5.49,50.45,0.83,2.38,86.0,Satisfactory
5725,Bengaluru,2018-12-02,28.25,68.25,9.29,24.59,27.96,18.89,0.79,6.21,59.89,0.77,1.81,92.0,Satisfactory
5726,Bengaluru,2018-12-03,33.56,69.43,11.16,25.62,29.75,18.51,0.8,6.78,43.92,0.8,1.81,73.0,Satisfactory
5727,Bengaluru,2018-12-04,25.83,74.27,15.31,26.42,34.03,18.98,0.89,5.86,24.11,0.6,2.02,75.0,Satisfactory
5728,Bengaluru,2018-12-05,51.43,64.2,13.6,23.94,30.8,18.26,0.87,5.69,26.63,0.62,1.85,106.0,Moderate
5729,Bengaluru,2018-12-06,29.32,81.35,13.52,29.76,33.09,17.66,0.9,6.47,35.15,0.58,2.1,87.0,Satisfactory
5730,Bengaluru,2018-12-07,37.49,150.02,16.07,31.25,34.16,17.51,0.93,5.9,33.42,0.61,2.26,90.0,Satisfactory
5731,Bengaluru,2018-12-08,61.0,98.66,9.36,33.48,28.09,15.46,0.78,5.86,52.77,0.64,1.87,119.0,Moderate
5732,Bengaluru,2018-12-09,63.28,110.14,5.87,23.23,19.92,11.87,0.75,7.38,80.57,0.6,1.61,128.0,Moderate
5733,Bengaluru,2018-12-10,75.78,137.41,9.79,30.66,31.44,15.23,1.04,5.77,76.51,0.61,2.29,157.0,Moderate
5734,Bengaluru,2018-12-11,88.98,177.97,12.13,38.55,39.46,20.08,1.08,5.94,69.85,0.7,2.86,180.0,Moderate
5735,Bengaluru,2018-12-12,78.59,142.62,11.17,40.02,39.8,19.75,1.05,6.32,66.64,0.85,2.8,179.0,Moderate
5736,Bengaluru,2018-12-13,67.36,103.83,10.53,36.8,37.08,19.05,1.03,6.32,59.79,0.91,2.45,148.0,Moderate
5737,Bengaluru,2018-12-14,48.45,84.47,12.96,36.41,38.05,18.13,0.97,6.57,50.06,0.82,2.25,103.0,Moderate
5738,Bengaluru,2018-12-15,47.62,81.06,15.51,35.48,39.72,18.23,0.96,6.24,48.1,0.77,2.16,85.0,Satisfactory
5739,Bengaluru,2018-12-16,64.42,109.67,13.08,40.02,38.75,16.93,0.98,6.45,73.64,0.74,2.09,112.0,Moderate
5740,Bengaluru,2018-12-17,86.94,140.52,39.83,54.92,76.09,18.74,1.29,7.69,51.64,1.11,2.73,146.0,Moderate
5741,Bengaluru,2018-12-18,98.84,181.41,60.14,63.57,106.26,24.42,1.72,5.98,38.34,1.46,5.51,225.0,Poor
5742,Bengaluru,2018-12-19,61.84,132.37,15.76,47.79,47.55,21.56,1.11,6.12,57.86,0.86,2.9,142.0,Moderate
5743,Bengaluru,2018-12-20,45.7,105.66,11.87,35.34,35.33,19.31,0.83,6.04,64.96,0.78,2.43,130.0,Moderate
5744,Bengaluru,2018-12-21,51.63,106.8,22.16,38.9,48.19,18.56,0.99,5.88,56.78,0.87,2.56,116.0,Moderate
5745,Bengaluru,2018-12-22,42.57,93.24,12.09,35.19,35.22,17.98,0.91,6.01,41.65,0.75,2.47,109.0,Moderate
5746,Bengaluru,2018-12-23,37.34,86.46,9.1,23.96,25.68,16.35,0.82,4.98,46.25,0.67,2.01,87.0,Satisfactory
5747,Bengaluru,2018-12-24,43.13,85.68,10.4,27.87,29.5,15.77,0.85,5.33,41.44,0.75,1.9,79.0,Satisfactory
5748,Bengaluru,2018-12-25,57.89,102.48,10.72,33.44,33.96,16.55,0.93,5.24,54.0,0.82,2.16,103.0,Moderate
5749,Bengaluru,2018-12-26,59.38,100.47,10.07,33.7,33.88,16.61,1.01,5.27,55.22,0.71,1.95,118.0,Moderate
5750,Bengaluru,2018-12-27,57.28,107.8,12.41,31.17,34.5,16.37,0.9,5.67,55.3,0.38,1.66,117.0,Moderate
5751,Bengaluru,2018-12-28,68.37,111.01,9.44,31.77,32.0,17.22,0.91,6.12,57.62,0.37,1.31,123.0,Moderate
5752,Bengaluru,2018-12-29,65.81,106.31,11.15,31.32,32.97,17.7,0.89,6.07,47.62,0.28,1.11,124.0,Moderate
5753,Bengaluru,2018-12-30,64.29,100.07,8.74,28.97,27.6,16.0,0.85,5.34,64.73,0.24,0.9,127.0,Moderate
5754,Bengaluru,2018-12-31,63.77,107.44,15.48,37.46,40.95,16.72,1.02,7.25,55.18,0.39,1.44,123.0,Moderate
5755,Bengaluru,2019-01-01,61.55,107.76,14.75,38.19,41.3,17.97,0.98,8.29,56.91,0.33,1.24,128.0,Moderate
5756,Bengaluru,2019-01-02,47.27,92.47,12.94,39.73,41.65,20.45,1.06,10.22,51.25,0.32,1.25,103.0,Moderate
5757,Bengaluru,2019-01-03,48.86,96.42,16.74,46.55,51.87,29.72,1.01,8.15,46.4,0.4,1.66,101.0,Moderate
5758,Bengaluru,2019-01-04,51.35,105.52,17.37,45.87,50.21,24.95,1.09,5.76,41.42,0.53,1.66,106.0,Moderate
5759,Bengaluru,2019-01-05,46.57,99.1,15.87,41.74,44.4,18.17,1.03,6.13,50.61,0.39,1.22,104.0,Moderate
5760,Bengaluru,2019-01-06,56.8,105.51,9.68,35.73,36.84,22.58,0.89,6.36,64.29,0.31,1.17,115.0,Moderate
5761,Bengaluru,2019-01-07,58.29,116.5,15.59,44.9,48.97,26.01,1.05,7.13,55.51,0.32,1.25,120.0,Moderate
5762,Bengaluru,2019-01-08,60.04,106.76,19.73,49.33,56.53,26.12,1.06,7.64,47.42,0.39,1.56,120.0,Moderate
5763,Bengaluru,2019-01-09,62.6,113.27,17.76,52.68,55.76,25.66,1.05,7.01,54.54,0.41,1.43,122.0,Moderate
5764,Bengaluru,2019-01-10,63.63,108.49,12.78,53.48,53.27,30.88,0.94,5.88,56.23,0.28,0.71,120.0,Moderate
5765,Bengaluru,2019-01-11,59.52,111.13,14.65,49.16,51.67,29.43,1.01,5.79,57.02,0.29,1.08,126.0,Moderate
5766,Bengaluru,2019-01-12,70.5,121.91,14.05,49.28,50.62,28.56,1.04,5.73,61.7,0.37,1.36,132.0,Moderate
5767,Bengaluru,2019-01-13,54.44,99.59,10.6,42.99,43.65,27.09,0.93,5.47,65.16,0.36,1.1,125.0,Moderate
5768,Bengaluru,2019-01-14,58.36,110.39,14.18,47.07,48.49,26.18,1.02,4.93,50.93,0.39,1.33,111.0,Moderate
5769,Bengaluru,2019-01-15,47.13,86.88,16.17,46.93,48.92,21.74,0.85,5.28,55.78,0.28,1.25,109.0,Moderate
5770,Bengaluru,2019-01-16,62.4,99.49,10.64,48.15,44.5,24.59,0.98,5.05,69.72,0.39,1.42,113.0,Moderate
5771,Bengaluru,2019-01-17,67.83,120.55,15.74,42.88,48.8,23.07,1.09,5.74,53.81,0.49,2.1,121.0,Moderate
5772,Bengaluru,2019-01-18,75.06,118.41,7.81,34.15,32.16,14.87,1.02,5.35,54.41,0.37,1.57,152.0,Moderate
5773,Bengaluru,2019-01-19,59.01,102.34,7.41,36.98,33.38,17.08,0.94,5.07,46.91,0.32,1.43,122.0,Moderate
5774,Bengaluru,2019-01-20,42.33,82.67,5.69,32.59,27.7,14.47,0.79,5.2,63.97,0.24,1.14,106.0,Moderate
5775,Bengaluru,2019-01-21,52.05,99.24,6.26,37.39,31.71,15.56,0.92,5.32,67.06,0.31,1.28,101.0,Moderate
5776,Bengaluru,2019-01-22,72.45,136.15,18.68,42.87,46.61,17.27,1.06,5.06,72.89,1.27,3.27,145.0,Moderate
5777,Bengaluru,2019-01-23,60.91,121.85,11.95,42.79,40.52,16.95,1.04,5.42,67.41,0.32,1.72,156.0,Moderate
5778,Bengaluru,2019-01-24,50.66,109.76,7.08,33.87,28.82,15.78,0.87,4.97,61.46,0.26,1.35,130.0,Moderate
5779,Bengaluru,2019-01-25,35.76,87.96,7.16,31.94,28.37,14.75,0.84,4.79,56.81,0.24,1.35,109.0,Moderate
5780,Bengaluru,2019-01-26,51.09,101.59,7.25,30.06,29.19,15.32,0.87,5.27,52.2,0.23,1.19,102.0,Moderate
5781,Bengaluru,2019-01-27,40.56,87.62,5.89,26.0,24.5,14.06,0.8,5.16,55.36,0.2,1.03,101.0,Moderate
5782,Bengaluru,2019-01-28,38.48,73.19,7.95,26.16,24.72,12.92,0.73,4.12,53.78,0.26,1.13,99.0,Satisfactory
5783,Bengaluru,2019-01-29,29.81,62.01,9.41,29.22,28.59,12.84,0.88,4.91,47.64,0.22,0.99,83.0,Satisfactory
5784,Bengaluru,2019-01-30,62.71,92.31,12.46,35.51,34.7,13.12,1.01,4.8,59.22,1.14,3.64,107.0,Moderate
5785,Bengaluru,2019-01-31,48.44,94.63,8.55,33.94,30.45,13.75,0.88,5.45,67.58,2.3,8.12,132.0,Moderate
5786,Bengaluru,2019-02-01,49.67,99.62,9.15,37.21,33.41,14.68,0.87,5.35,63.66,1.09,3.19,109.0,Moderate
5787,Bengaluru,2019-02-02,45.32,96.87,9.15,34.78,30.75,14.41,0.82,5.01,61.35,0.45,1.6,104.0,Moderate
5788,Bengaluru,2019-02-03,39.5,87.56,6.69,28.58,24.55,13.75,0.8,4.58,64.91,0.4,1.28,101.0,Moderate
5789,Bengaluru,2019-02-04,32.91,70.95,9.19,27.77,25.35,13.82,0.82,4.6,49.04,0.4,1.24,81.0,Satisfactory
5790,Bengaluru,2019-02-05,37.93,82.59,6.98,29.41,24.42,13.77,0.86,4.54,65.7,0.41,1.23,92.0,Satisfactory
5791,Bengaluru,2019-02-06,60.08,115.27,10.06,38.44,33.98,14.13,0.88,5.81,78.02,0.45,1.37,120.0,Moderate
5792,Bengaluru,2019-02-07,51.88,117.29,6.9,36.87,31.49,15.02,0.94,5.3,73.99,0.49,1.65,146.0,Moderate
5793,Bengaluru,2019-02-08,54.76,108.3,5.51,30.73,25.96,15.13,0.85,5.21,65.0,0.52,1.83,113.0,Moderate
5794,Bengaluru,2019-02-09,68.68,123.42,11.64,40.49,37.69,16.47,1.25,6.19,55.17,0.58,2.2,134.0,Moderate
5795,Bengaluru,2019-02-10,50.31,93.13,9.95,32.83,29.4,17.01,0.96,4.52,41.91,0.56,2.03,112.0,Moderate
5796,Bengaluru,2019-02-11,41.65,78.53,10.0,28.6,26.17,15.25,0.81,4.04,37.69,0.43,1.37,80.0,Satisfactory
5797,Bengaluru,2019-02-12,49.32,88.06,8.75,32.05,27.32,14.48,0.82,3.99,49.43,0.44,1.33,84.0,Satisfactory
5798,Bengaluru,2019-02-13,47.31,92.86,9.72,34.53,30.98,15.25,0.9,4.75,52.51,0.46,1.1,96.0,Satisfactory
5799,Bengaluru,2019-02-14,37.94,84.87,11.4,31.95,32.32,16.68,0.71,4.88,57.75,0.46,1.11,89.0,Satisfactory
5800,Bengaluru,2019-02-15,35.35,92.27,9.65,32.12,32.59,17.04,0.87,4.08,59.52,0.63,1.75,103.0,Moderate
5801,Bengaluru,2019-02-16,45.37,98.49,21.59,35.5,44.47,16.77,1.05,4.69,56.07,1.12,2.89,107.0,Moderate
5802,Bengaluru,2019-02-17,47.43,108.7,23.61,33.19,44.8,17.77,0.99,4.15,62.98,1.23,2.91,123.0,Moderate
5803,Bengaluru,2019-02-18,42.92,104.51,29.45,39.84,54.29,17.16,1.23,4.52,48.6,1.03,2.96,116.0,Moderate
5804,Bengaluru,2019-02-19,44.28,98.5,8.09,33.16,30.1,18.13,0.95,4.52,50.9,0.53,1.93,116.0,Moderate
5805,Bengaluru,2019-02-20,31.49,79.97,9.18,28.91,27.55,15.62,0.85,4.39,40.97,0.43,1.33,87.0,Satisfactory
5806,Bengaluru,2019-02-21,36.4,92.9,14.06,35.7,36.91,12.47,0.96,5.06,41.82,0.48,1.57,85.0,Satisfactory
5807,Bengaluru,2019-02-22,38.35,101.4,17.28,40.77,44.74,14.54,0.96,5.45,42.98,0.54,1.96,99.0,Satisfactory
5808,Bengaluru,2019-02-23,51.36,113.03,23.78,50.05,56.96,15.39,1.03,5.53,43.98,1.92,5.95,105.0,Moderate
5809,Bengaluru,2019-02-24,47.59,97.06,19.87,47.01,50.3,16.23,0.94,5.19,53.2,2.49,7.3,110.0,Moderate
5810,Bengaluru,2019-02-25,39.23,96.15,23.3,46.39,53.87,16.7,1.0,6.12,55.66,2.28,7.46,103.0,Moderate
5811,Bengaluru,2019-02-26,51.92,101.91,17.94,42.06,44.18,18.89,0.99,6.29,64.35,2.88,8.24,120.0,Moderate
5812,Bengaluru,2019-02-27,45.49,94.03,10.11,33.49,32.28,18.55,0.93,4.45,58.28,2.05,6.43,115.0,Moderate
5813,Bengaluru,2019-02-28,50.8,111.32,12.67,38.76,40.15,16.52,0.94,4.87,56.36,3.14,6.74,125.0,Moderate
5814,Bengaluru,2019-03-01,58.18,125.3,13.52,44.64,44.92,19.94,1.05,4.93,53.3,3.44,10.62,143.0,Moderate
5815,Bengaluru,2019-03-02,40.93,95.38,6.74,26.91,26.08,17.74,0.83,4.57,49.67,1.07,4.29,107.0,Moderate
5816,Bengaluru,2019-03-03,36.98,92.75,7.87,30.74,30.01,15.49,0.86,4.87,55.58,1.18,4.21,114.0,Moderate
5817,Bengaluru,2019-03-04,43.15,100.96,5.02,29.23,26.24,15.83,0.8,5.09,63.42,1.04,3.53,123.0,Moderate
5818,Bengaluru,2019-03-05,49.8,112.83,12.78,31.26,33.34,15.93,1.11,4.2,56.77,1.48,4.44,118.0,Moderate
5819,Bengaluru,2019-03-06,53.53,116.45,23.55,35.74,46.05,15.62,1.13,4.12,48.36,2.36,6.99,128.0,Moderate
5820,Bengaluru,2019-03-07,65.98,158.87,41.22,47.25,71.78,17.42,1.44,6.25,39.54,3.82,10.92,152.0,Moderate
5821,Bengaluru,2019-03-08,69.62,141.49,25.8,46.88,58.06,18.21,1.32,7.02,49.42,2.51,7.46,167.0,Moderate
5822,Bengaluru,2019-03-09,51.08,114.17,6.55,27.19,26.56,18.98,1.01,5.51,56.41,1.92,5.91,151.0,Moderate
5823,Bengaluru,2019-03-10,39.45,85.59,3.31,19.09,16.78,14.76,0.81,5.12,47.45,0.92,3.47,100.0,Satisfactory
5824,Bengaluru,2019-03-11,34.4,79.55,4.31,21.93,19.58,13.93,0.75,6.11,55.52,0.79,3.12,91.0,Satisfactory
5825,Bengaluru,2019-03-12,46.15,108.89,6.44,27.97,26.33,15.19,0.8,8.64,67.73,0.88,3.55,105.0,Moderate
5826,Bengaluru,2019-03-13,50.05,120.17,9.24,34.27,33.73,15.2,0.89,9.55,59.27,1.09,4.04,113.0,Moderate
5827,Bengaluru,2019-03-14,43.73,116.74,8.61,29.7,32.81,14.79,0.73,6.55,65.46,0.9,3.55,118.0,Moderate
5828,Bengaluru,2019-03-15,41.75,110.46,8.41,35.68,35.5,14.38,0.89,6.12,54.19,1.01,4.1,106.0,Moderate
5829,Bengaluru,2019-03-16,44.32,118.8,12.34,38.3,37.28,16.05,0.94,5.15,47.32,1.25,4.25,108.0,Moderate
5830,Bengaluru,2019-03-17,45.56,104.35,8.28,34.1,29.69,15.63,0.87,5.01,66.57,1.19,4.14,115.0,Moderate
5831,Bengaluru,2019-03-18,43.24,99.47,5.41,31.64,24.96,16.24,0.8,5.61,67.48,1.05,3.83,123.0,Moderate
5832,Bengaluru,2019-03-19,39.71,94.23,6.67,30.9,26.76,16.07,0.82,5.13,59.72,0.93,3.86,113.0,Moderate
5833,Bengaluru,2019-03-20,39.8,91.98,6.79,27.36,22.43,15.0,0.73,5.7,57.62,0.97,4.09,102.0,Moderate
5834,Bengaluru,2019-03-21,49.74,94.78,5.97,27.84,21.97,15.24,0.87,5.44,61.82,1.12,4.17,120.0,Moderate
5835,Bengaluru,2019-03-22,44.52,96.39,7.16,30.85,24.89,15.54,0.94,6.86,59.05,1.38,4.47,122.0,Moderate
5836,Bengaluru,2019-03-23,51.6,102.51,6.71,34.12,27.54,15.49,0.97,5.8,58.37,1.33,4.96,119.0,Moderate
5837,Bengaluru,2019-03-24,47.42,93.06,5.81,28.12,23.65,14.79,0.84,6.92,64.14,0.98,3.78,120.0,Moderate
5838,Bengaluru,2019-03-25,46.52,105.51,8.2,34.13,30.32,15.64,0.84,7.66,49.93,1.07,4.35,97.0,Satisfactory
5839,Bengaluru,2019-03-26,48.85,112.26,10.0,39.23,36.32,15.4,0.93,7.29,57.9,1.07,4.35,113.0,Moderate
5840,Bengaluru,2019-03-27,56.52,121.14,12.4,40.26,38.77,14.3,1.08,6.91,55.64,1.24,4.33,129.0,Moderate
5841,Bengaluru,2019-03-28,61.59,129.96,14.08,47.4,45.48,14.75,1.17,6.72,51.02,1.69,5.78,148.0,Moderate
5842,Bengaluru,2019-03-29,58.92,129.31,11.08,40.64,39.27,16.13,1.14,5.4,62.38,1.7,5.05,149.0,Moderate
5843,Bengaluru,2019-03-30,57.09,123.2,10.17,38.21,35.11,16.53,1.15,4.89,54.03,1.45,5.22,137.0,Moderate
5844,Bengaluru,2019-03-31,55.88,107.85,6.77,32.37,26.85,17.21,0.9,4.68,52.26,1.17,3.9,135.0,Moderate
5845,Bengaluru,2019-04-01,53.46,110.5,11.03,35.35,32.36,16.31,1.01,4.73,49.03,1.21,3.68,126.0,Moderate
5846,Bengaluru,2019-04-02,55.62,123.38,21.63,40.91,46.62,17.78,1.03,5.37,46.15,1.43,4.62,136.0,Moderate
5847,Bengaluru,2019-04-03,53.61,120.13,13.21,40.06,39.47,17.27,0.94,4.96,54.26,1.57,5.0,135.0,Moderate
5848,Bengaluru,2019-04-04,58.15,108.63,9.22,32.87,32.36,17.41,0.94,6.16,50.92,0.93,3.94,127.0,Moderate
5849,Bengaluru,2019-04-05,46.54,108.25,13.01,37.85,39.93,16.31,1.07,5.22,53.59,1.62,4.05,130.0,Moderate
5850,Bengaluru,2019-04-06,46.55,112.08,7.85,32.46,30.73,16.86,0.95,4.83,64.46,1.33,4.7,130.0,Moderate
5851,Bengaluru,2019-04-07,51.73,103.64,7.95,32.1,30.27,16.3,0.98,4.86,68.41,1.26,3.98,127.0,Moderate
5852,Bengaluru,2019-04-08,52.79,94.86,9.66,34.46,32.46,17.15,0.95,5.66,59.17,1.5,5.02,125.0,Moderate
5853,Bengaluru,2019-04-09,43.88,90.8,9.09,33.09,30.96,19.14,1.09,5.07,66.47,1.49,5.16,149.0,Moderate
5854,Bengaluru,2019-04-10,52.18,107.04,9.84,36.58,32.08,18.58,1.13,4.99,45.42,1.36,4.34,123.0,Moderate
5855,Bengaluru,2019-04-11,49.25,113.7,9.52,34.41,30.94,21.22,0.89,5.76,40.76,1.21,4.38,112.0,Moderate
5856,Bengaluru,2019-04-12,49.46,109.0,9.95,36.1,33.74,18.23,0.95,5.41,51.55,1.66,4.28,130.0,Moderate
5857,Bengaluru,2019-04-13,47.24,98.37,7.1,30.69,28.27,17.8,0.92,7.4,52.04,0.96,3.18,109.0,Moderate
5858,Bengaluru,2019-04-14,41.74,89.76,6.27,27.4,25.14,15.09,0.78,8.4,56.7,0.26,1.34,106.0,Moderate
5859,Bengaluru,2019-04-15,52.38,92.14,8.34,33.83,31.72,15.92,1.04,7.56,54.29,0.53,2.26,111.0,Moderate
5860,Bengaluru,2019-04-16,40.54,94.39,9.56,33.94,32.87,15.47,0.99,5.95,51.67,0.83,2.61,115.0,Moderate
5861,Bengaluru,2019-04-17,52.84,97.64,11.81,31.76,33.1,17.54,1.16,5.09,38.4,0.99,2.96,124.0,Moderate
5862,Bengaluru,2019-04-18,46.1,72.34,12.61,32.17,31.8,17.34,1.09,4.1,47.27,0.93,3.21,127.0,Moderate
5863,Bengaluru,2019-04-19,42.33,63.83,6.84,29.02,25.65,18.08,0.9,4.55,47.03,0.64,2.55,107.0,Moderate
5864,Bengaluru,2019-04-20,29.75,73.46,7.33,31.84,28.96,16.99,1.02,5.28,55.89,0.74,2.63,122.0,Moderate
5865,Bengaluru,2019-04-21,25.18,69.39,6.37,32.67,27.82,15.03,1.04,4.9,56.53,0.7,2.32,106.0,Moderate
5866,Bengaluru,2019-04-22,40.9,92.48,8.46,31.25,29.57,19.12,1.1,4.83,45.27,0.78,2.64,107.0,Moderate
5867,Bengaluru,2019-04-23,37.08,77.31,7.76,32.12,28.78,16.05,1.31,4.42,57.49,0.81,2.48,112.0,Moderate
5868,Bengaluru,2019-04-24,42.76,85.7,6.94,33.95,29.39,16.2,1.22,4.37,53.21,0.96,2.82,108.0,Moderate
5869,Bengaluru,2019-04-25,57.96,109.49,8.23,36.31,32.06,16.84,1.19,5.35,54.27,0.84,3.48,126.0,Moderate
5870,Bengaluru,2019-04-26,63.83,109.42,5.79,33.66,27.21,18.21,1.08,4.45,57.17,0.74,2.89,144.0,Moderate
5871,Bengaluru,2019-04-27,66.34,123.11,7.59,29.77,27.39,17.39,0.84,4.97,61.68,0.37,1.79,150.0,Moderate
5872,Bengaluru,2019-04-28,61.63,117.36,6.47,30.6,28.62,17.46,1.0,5.76,53.79,0.76,2.52,141.0,Moderate
5873,Bengaluru,2019-04-29,62.42,108.27,6.84,30.05,27.53,18.56,0.95,4.5,50.57,0.89,2.92,140.0,Moderate
5874,Bengaluru,2019-04-30,53.78,94.01,6.44,23.6,26.58,17.41,0.92,3.88,60.14,0.42,1.75,124.0,Moderate
5875,Bengaluru,2019-05-01,42.75,74.84,7.54,21.81,23.34,15.57,0.99,4.72,55.94,0.23,1.31,111.0,Moderate
5876,Bengaluru,2019-05-02,46.45,102.47,12.06,21.41,27.32,14.92,0.86,4.34,46.73,0.29,1.19,103.0,Moderate
5877,Bengaluru,2019-05-03,47.56,95.06,8.56,22.23,25.52,17.29,0.74,4.43,48.84,0.41,1.52,112.0,Moderate
5878,Bengaluru,2019-05-04,56.62,116.59,7.6,25.08,26.34,18.79,0.85,3.67,51.98,0.93,2.48,120.0,Moderate
5879,Bengaluru,2019-05-05,54.62,110.84,6.9,26.36,25.65,16.93,0.8,4.21,61.04,1.03,2.36,132.0,Moderate
5880,Bengaluru,2019-05-06,52.76,106.65,7.47,27.54,27.94,17.25,0.8,4.03,66.44,1.17,3.0,131.0,Moderate
5881,Bengaluru,2019-05-07,42.61,87.52,10.42,23.95,27.32,16.41,0.86,4.63,47.19,0.94,2.56,113.0,Moderate
5882,Bengaluru,2019-05-08,33.28,81.91,10.92,25.0,25.5,15.29,0.88,4.16,34.37,1.17,3.77,87.0,Satisfactory
5883,Bengaluru,2019-05-09,51.42,94.86,17.94,30.32,35.49,19.28,1.36,4.4,37.92,1.75,4.89,106.0,Moderate
5884,Bengaluru,2019-05-10,39.33,93.68,8.88,29.13,27.99,18.45,0.94,4.23,49.37,1.31,3.94,120.0,Moderate
5885,Bengaluru,2019-05-11,40.38,93.84,6.49,27.17,24.4,17.05,0.97,3.64,48.35,1.08,3.39,105.0,Moderate
5886,Bengaluru,2019-05-12,34.41,93.08,9.18,26.85,28.06,16.1,1.06,4.01,41.87,0.85,2.76,101.0,Moderate
5887,Bengaluru,2019-05-13,32.08,86.2,5.34,25.1,22.24,13.94,0.91,4.11,50.16,1.28,2.96,106.0,Moderate
5888,Bengaluru,2019-05-14,31.91,88.8,6.66,24.31,24.52,15.95,0.92,5.41,50.77,1.18,2.57,88.0,Satisfactory
5889,Bengaluru,2019-05-15,33.89,81.23,7.43,24.45,25.03,16.03,1.01,4.29,38.96,0.78,2.4,96.0,Satisfactory
5890,Bengaluru,2019-05-16,38.93,93.74,12.36,34.47,36.97,16.51,1.23,3.69,44.94,1.17,3.7,102.0,Moderate
5891,Bengaluru,2019-05-17,40.64,91.59,14.27,32.51,36.02,17.39,1.19,4.17,36.64,1.42,4.56,110.0,Moderate
5892,Bengaluru,2019-05-18,55.14,118.1,13.73,35.15,35.89,19.2,1.19,4.54,43.17,2.25,5.25,121.0,Moderate
5893,Bengaluru,2019-05-19,51.35,101.63,8.15,27.75,25.63,18.52,0.97,3.86,45.7,1.4,3.42,116.0,Moderate
5894,Bengaluru,2019-05-20,46.82,105.55,8.15,29.22,28.8,18.13,1.06,4.83,40.95,1.14,3.22,109.0,Moderate
5895,Bengaluru,2019-05-21,45.3,93.68,5.1,26.31,23.99,16.95,0.88,4.25,51.87,0.92,1.58,109.0,Moderate
5896,Bengaluru,2019-05-22,40.4,84.74,9.12,28.98,30.39,16.3,1.11,5.69,62.73,1.2,1.31,107.0,Moderate
5897,Bengaluru,2019-05-23,43.26,97.98,12.96,34.61,35.36,17.81,1.04,3.95,34.01,1.43,2.94,102.0,Moderate
5898,Bengaluru,2019-05-24,35.93,75.5,6.87,27.67,26.04,16.8,0.89,5.29,51.84,0.85,2.59,92.0,Satisfactory
5899,Bengaluru,2019-05-25,26.07,71.31,6.76,25.34,25.38,15.38,0.79,5.0,54.83,0.56,1.99,82.0,Satisfactory
5900,Bengaluru,2019-05-26,22.5,49.25,5.26,26.04,23.18,13.51,0.69,3.85,65.11,0.49,1.73,91.0,Satisfactory
5901,Bengaluru,2019-05-27,25.77,59.78,8.57,32.49,30.96,16.1,0.94,4.44,60.35,0.78,2.67,92.0,Satisfactory
5902,Bengaluru,2019-05-28,38.91,84.93,7.84,25.31,25.24,16.8,0.92,4.07,51.83,0.93,2.9,92.0,Satisfactory
5903,Bengaluru,2019-05-29,28.66,62.28,5.08,24.99,22.09,15.5,0.75,4.82,82.31,0.82,2.12,112.0,Moderate
5904,Bengaluru,2019-05-30,35.18,77.36,5.72,22.93,22.95,14.98,0.79,3.96,64.17,1.18,1.88,98.0,Satisfactory
5905,Bengaluru,2019-05-31,30.29,60.85,6.44,24.81,24.68,13.84,0.82,4.09,69.14,0.88,2.32,101.0,Moderate
5906,Bengaluru,2019-06-01,28.95,64.19,9.57,27.09,29.63,13.43,1.04,4.4,52.56,0.81,2.44,89.0,Satisfactory
5907,Bengaluru,2019-06-02,44.24,64.72,5.18,18.31,19.6,12.94,0.85,4.39,45.14,0.53,1.45,100.0,Satisfactory
5908,Bengaluru,2019-06-03,20.3,42.09,6.5,23.54,24.12,12.08,0.9,4.71,51.34,0.55,1.75,98.0,Satisfactory
5909,Bengaluru,2019-06-04,27.33,61.65,9.0,24.48,30.04,11.9,0.79,4.54,40.04,0.41,1.52,69.0,Satisfactory
5910,Bengaluru,2019-06-05,28.4,56.09,7.78,23.56,27.22,10.02,0.75,4.73,45.01,0.28,1.27,78.0,Satisfactory
5911,Bengaluru,2019-06-06,25.72,51.53,7.47,27.41,27.68,12.3,1.02,4.17,46.31,0.41,1.57,78.0,Satisfactory
5912,Bengaluru,2019-06-07,25.02,56.96,8.64,31.44,32.77,15.21,0.92,5.38,50.51,0.29,1.49,102.0,Moderate
